Title,Category
Sweeney Todd: The Demon Barber of Fleet Street,"Drama,Horror,Musical"
Solace,"Crime,Drama,Mystery"
Insidious,"Horror,Mystery,Thriller"
Popstar: Never Stop Never Stopping,"Comedy,Music"
The Levelling,Drama
Public Enemies,"Biography,Crime,Drama"
Boyhood,Drama
Teenage Mutant Ninja Turtles,"Action,Adventure,Comedy"
Eastern Promises,"Crime,Drama,Mystery"
The Daughter,Drama
Pineapple Express,"Action,Comedy,Crime"
The First Time,"Comedy,Drama,Romance"
Gone Baby Gone,"Crime,Drama,Mystery"
The Heat,"Action,Comedy,Crime"
L'avenir,Drama
Anna Karenina,"Drama,Romance"
Regression,"Crime,Drama,Mystery"
Ted 2,"Adventure,Comedy,Romance"
Pain & Gain,"Comedy,Crime,Drama"
Blood Diamond,"Adventure,Drama,Thriller"
Devil's Knot,"Biography,Crime,Drama"
Child 44,"Crime,Drama,Thriller"
The Hurt Locker,"Drama,History,Thriller"
Green Lantern,"Action,Adventure,Sci-Fi"
War on Everyone,"Action,Comedy"
The Mist,Horror
Escape Plan,"Action,Crime,Mystery"
"Love, Rosie","Comedy,Romance"
The DUFF,Comedy
The Age of Shadows,"Action,Drama,Thriller"
The Hunger Games: Mockingjay - Part 1,"Action,Adventure,Sci-Fi"
We Need to Talk About Kevin,"Drama,Mystery,Thriller"
Love & Friendship,"Comedy,Drama,Romance"
The Mortal Instruments: City of Bones,"Action,Fantasy,Horror"
Seven Pounds,"Drama,Romance"
The King's Speech,"Biography,Drama"
Hunger,"Biography,Drama"
Jumper,"Action,Adventure,Sci-Fi"
Toy Story 3,"Animation,Adventure,Comedy"
Tinker Tailor Soldier Spy,"Drama,Mystery,Thriller"
Resident Evil: Retribution,"Action,Horror,Sci-Fi"
Dear Zindagi,"Drama,Romance"
Genius,"Biography,Drama"
Pompeii,"Action,Adventure,Drama"
Life of Pi,"Adventure,Drama,Fantasy"
Hachi: A Dog's Tale,"Drama,Family"
10 Years,"Comedy,Drama,Romance"
I Origins,"Drama,Romance,Sci-Fi"
Live Free or Die Hard,"Action,Adventure,Thriller"
The Matchbreaker,"Comedy,Romance"
Funny Games,"Crime,Drama,Horror"
Ted,"Comedy,Fantasy"
RED,"Action,Comedy,Crime"
Australia,"Adventure,Drama,Romance"
Faster,"Action,Crime,Drama"
The Neighbor,"Crime,Horror,Thriller"
The Adjustment Bureau,"Romance,Sci-Fi,Thriller"
The Hollars,"Comedy,Drama,Romance"
The Judge,"Crime,Drama"
Closed Circuit,"Crime,Drama,Mystery"
Transformers: Revenge of the Fallen,"Action,Adventure,Sci-Fi"
La tortue rouge,"Animation,Fantasy"
The Book of Life,"Animation,Adventure,Comedy"
Incendies,"Drama,Mystery,War"
The Heartbreak Kid,"Comedy,Romance"
Happy Feet,"Animation,Comedy,Family"
Entourage,Comedy
The Strangers,"Horror,Mystery,Thriller"
Noah,"Action,Adventure,Drama"
Neighbors,Comedy
Nymphomaniac: Vol. II,Drama
Wild,"Adventure,Biography,Drama"
Grown Ups,Comedy
Blair Witch,"Horror,Thriller"
The Karate Kid,"Action,Drama,Family"
Dark Shadows,"Comedy,Fantasy,Horror"
Friends with Benefits,"Comedy,Romance"
The Illusionist,"Drama,Mystery,Romance"
The A-Team,"Action,Adventure,Comedy"
The Guest,Thriller
The Internship,Comedy
Paul,"Adventure,Comedy,Sci-Fi"
This Beautiful Fantastic,"Comedy,Drama,Fantasy"
The Da Vinci Code,"Mystery,Thriller"
Mr. Church,"Comedy,Drama"
Hugo,"Adventure,Drama,Family"
The Blackcoat's Daughter,"Horror,Thriller"
Body of Lies,"Action,Drama,Romance"
Knight of Cups,"Drama,Romance"
The Mummy: Tomb of the Dragon Emperor,"Action,Adventure,Fantasy"
The Boss,Comedy
Hands of Stone,"Action,Biography,Drama"
El secreto de sus ojos,"Drama,Mystery,Romance"
True Grit,"Adventure,Drama,Western"
We Are Your Friends,"Drama,Music,Romance"
A Million Ways to Die in the West,"Comedy,Romance,Western"
Only for One Night,Thriller
Rules Don't Apply,"Comedy,Drama,Romance"
Ouija: Origin of Evil,"Horror,Thriller"
Percy Jackson: Sea of Monsters,"Adventure,Family,Fantasy"
Fracture,"Crime,Drama,Mystery"
Oculus,"Horror,Mystery"
In Bruges,"Comedy,Crime,Drama"
This Means War,"Action,Comedy,Romance"
the devil's mistress,"Biography,Drama,History"
The Road,"Adventure,Drama"
Lavender,"Drama,Thriller"
Deuces,Drama
Conan the Barbarian,"Action,Adventure,Fantasy"
The Fighter,"Action,Biography,Drama"
August Rush,"Drama,Music"
Chef,"Comedy,Drama"
Eye in the Sky,"Drama,Thriller,War"
Eagle Eye,"Action,Mystery,Thriller"
The Purge,"Horror,Sci-Fi,Thriller"
PK,"Comedy,Drama,Romance"
Ender's Game,"Action,Sci-Fi"
Indiana Jones and the Kingdom of the Crystal Skull,"Action,Adventure,Fantasy"
Paper Towns,"Drama,Mystery,Romance"
High-Rise,Drama
Quantum of Solace,"Action,Adventure,Thriller"
The Assignment,"Action,Crime,Thriller"
How to Train Your Dragon,"Animation,Action,Adventure"
Lady in the Water,"Drama,Fantasy,Mystery"
The Fountain,"Drama,Sci-Fi"
Cars 2,"Animation,Adventure,Comedy"
31,"Horror,Thriller"
Final Girl,"Action,Thriller"
Chalk It Up,Comedy
The Man Who Knew Infinity,"Biography,Drama"
Unknown,"Action,Mystery,Thriller"
Self/less,"Action,Mystery,Sci-Fi"
Mr. Brooks,"Crime,Drama,Thriller"
Tramps,"Comedy,Romance"
Before We Go,"Comedy,Drama,Romance"
Captain Phillips,"Biography,Drama,Thriller"
The Secret Scripture,Drama
Max Steel,"Action,Adventure,Family"
Hotel Transylvania 2,"Animation,Comedy,Family"
Hancock,"Action,Crime,Drama"
Sisters,Comedy
The Family,"Comedy,Crime,Thriller"
Zack and Miri Make a Porno,"Comedy,Romance"
Ma vie de Courgette,"Animation,Comedy,Drama"
Man on a Ledge,"Action,Crime,Thriller"
No Strings Attached,"Comedy,Romance"
Rescue Dawn,"Adventure,Biography,Drama"
Despicable Me 2,"Animation,Adventure,Comedy"
A Walk Among the Tombstones,"Crime,Drama,Mystery"
The World's End,"Action,Comedy,Sci-Fi"
Yoga Hosers,"Comedy,Fantasy,Horror"
Seven Psychopaths,"Comedy,Crime"
Beowulf,"Animation,Action,Adventure"
Jack Ryan: Shadow Recruit,"Action,Drama,Thriller"
1408,"Fantasy,Horror"
The Gambler,"Crime,Drama,Thriller"
Prince of Persia: The Sands of Time,"Action,Adventure,Fantasy"
The Spectacular Now,"Comedy,Drama,Romance"
A United Kingdom,"Biography,Drama,Romance"
USS Indianapolis: Men of Courage,"Action,Drama,History"
Turbo Kid,"Action,Adventure,Comedy"
Mama,"Horror,Thriller"
Orphan,"Horror,Mystery,Thriller"
To Rome with Love,"Comedy,Romance"
Fantastic Mr. Fox,"Animation,Adventure,Comedy"
Inside Man,"Crime,Drama,Mystery"
I.T.,"Crime,Drama,Mystery"
127 Hours,"Adventure,Biography,Drama"
Annabelle,"Horror,Mystery,Thriller"
Wolves at the Door,"Horror,Thriller"
suite francaise,"Drama,Romance,War"
The Imaginarium of Doctor Parnassus,"Adventure,Fantasy,Mystery"
G.I. Joe: The Rise of Cobra,"Action,Adventure,Sci-Fi"
Christine,"Biography,Drama"
Man Down,"Drama,Thriller"
Crawlspace,"Horror,Thriller"
Shut In,"Drama,Horror,Thriller"
The Warriors Gate,"Action,Adventure,Fantasy"
Grindhouse,"Action,Horror,Thriller"
Disaster Movie,Comedy
Rocky Balboa,"Drama,Sport"
Diary of a Wimpy Kid: Dog Days,"Comedy,Family"
Jane Eyre,"Drama,Romance"
Fool's Gold,"Action,Adventure,Comedy"
The Dictator,Comedy
The Loft,"Mystery,Romance,Thriller"
Bacalaureat,"Crime,Drama"
You Don't Mess with the Zohan,"Action,Comedy"
Exposed,"Crime,Drama,Mystery"
Maudie,"Biography,Drama,Romance"
Horrible Bosses 2,"Comedy,Crime"
A Bigger Splash,"Drama,Thriller"
Melancholia,Drama
The Princess and the Frog,"Animation,Adventure,Comedy"
Unstoppable,"Action,Thriller"
Flight,"Drama,Thriller"
Home,"Animation,Adventure,Comedy"
La migliore offerta,"Crime,Drama,Mystery"
Mean Dreams,Thriller
42,"Biography,Drama,Sport"
21,"Crime,Drama,Thriller"
Begin Again,"Drama,Music"
Out of the Furnace,"Crime,Drama,Thriller"
Vicky Cristina Barcelona,"Drama,Romance"
Kung Fu Panda,"Animation,Action,Adventure"
Barbershop: The Next Cut,"Comedy,Drama"
Terminator Salvation,"Action,Adventure,Drama"
Freedom Writers,"Biography,Crime,Drama"
The Hills Have Eyes,Horror
Changeling,"Biography,Drama,Mystery"
Remember Me,"Drama,Romance"
Koe no katachi,"Animation,Drama,Romance"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy,Family"
Locke,Drama
The 9th Life of Louis Drax,"Mystery,Thriller"
Horns,"Drama,Fantasy,Horror"
Indignation,"Drama,Romance"
The Stanford Prison Experiment,"Biography,Drama,History"
Diary of a Wimpy Kid: Rodrick Rules,"Comedy,Family"
Mission: Impossible III,"Action,Adventure,Thriller"
En man som heter Ove,"Comedy,Drama"
Dragonball Evolution,"Action,Adventure,Fantasy"
Red Dawn,"Action,Thriller"
One Day,"Drama,Romance"
Life as We Know It,"Comedy,Drama,Romance"
28 Weeks Later,"Drama,Horror,Sci-Fi"
Warm Bodies,"Comedy,Horror,Romance"
Blue Jasmine,Drama
G.I. Joe: Retaliation,"Action,Adventure,Sci-Fi"
Wrath of the Titans,"Action,Adventure,Fantasy"
Shin Gojira,"Action,Adventure,Drama"
Saving Mr. Banks,"Biography,Comedy,Drama"
Transcendence,"Drama,Mystery,Romance"
Rio,"Animation,Adventure,Comedy"
Equals,"Drama,Romance,Sci-Fi"
Babel,Drama
The Tree of Life,"Drama,Fantasy"
The Lucky One,"Drama,Romance"
Piranha 3D,"Comedy,Horror,Thriller"
50/50,"Comedy,Drama,Romance"
The Intent,"Crime,Drama"
This Is 40,"Comedy,Romance"
Real Steel,"Action,Drama,Family"
Sex and the City,"Comedy,Drama,Romance"
Rambo,"Action,Thriller,War"
Planet Terror,"Action,Comedy,Horror"
Concussion,"Biography,Drama,Sport"
The Fall,"Adventure,Comedy,Drama"
The Ugly Truth,"Comedy,Romance"
Bride Wars,"Comedy,Romance"
Sleeping with Other People,"Comedy,Drama,Romance"
Snakes on a Plane,"Action,Adventure,Crime"
What If,"Comedy,Romance"
How to Train Your Dragon 2,"Animation,Action,Adventure"
RoboCop,"Action,Crime,Sci-Fi"
In Dubious Battle,Drama
"Hello, My Name Is Doris","Comedy,Drama,Romance"
Ocean's Thirteen,"Crime,Thriller"
Slither,"Comedy,Horror,Sci-Fi"
Contagion,"Drama,Thriller"
Il racconto dei racconti - Tale of Tales,"Drama,Fantasy,Horror"
I Am the Pretty Thing That Lives in the House,Thriller
Bridge to Terabithia,"Adventure,Drama,Family"
Coherence,"Mystery,Sci-Fi,Thriller"
Notorious,"Biography,Crime,Drama"
Goksung,"Drama,Fantasy,Horror"
The Expendables 2,"Action,Adventure,Thriller"
The Girl Next Door,"Crime,Drama,Horror"
Perfume: The Story of a Murderer,"Crime,Drama,Fantasy"
The Golden Compass,"Adventure,Family,Fantasy"
Centurion,"Action,Adventure,Drama"
Scouts Guide to the Zombie Apocalypse,"Action,Comedy,Horror"
17 Again,"Comedy,Drama,Family"
No Escape,"Action,Thriller"
Superman Returns,"Action,Adventure,Sci-Fi"
The Twilight Saga: Breaking Dawn - Part 1,"Adventure,Drama,Fantasy"
Precious,Drama
The Sea of Trees,Drama
Good Kids,Comedy
The Master,Drama
Footloose,"Comedy,Drama,Music"
If I Stay,"Drama,Fantasy,Music"
The Ticket,Drama
Detour,Thriller
The Love Witch,"Comedy,Horror"
Talladega Nights: The Ballad of Ricky Bobby,"Action,Comedy,Sport"
The Human Centipede (First Sequence),Horror
Super,"Comedy,Drama"
The Siege of Jadotville,"Action,Drama,Thriller"
Up in the Air,"Drama,Romance"
The Midnight Meat Train,"Horror,Mystery"
The Twilight Saga: Eclipse,"Adventure,Drama,Fantasy"
Transpecos,Thriller
What's Your Number?,"Comedy,Romance"
Riddick,"Action,Sci-Fi,Thriller"
Triangle,"Fantasy,Mystery,Thriller"
The Butler,"Biography,Drama"
King Cobra,"Crime,Drama"
After Earth,"Action,Adventure,Sci-Fi"
Kicks,Adventure
Me and Earl and the Dying Girl,"Comedy,Drama"
The Descendants,"Comedy,Drama"
Sex and the City 2,"Comedy,Drama,Romance"
The Kings of Summer,"Adventure,Comedy,Drama"
Death Race,"Action,Sci-Fi,Thriller"
That Awkward Moment,"Comedy,Romance"
Legion,"Action,Fantasy,Horror"
End of Watch,"Crime,Drama,Thriller"
3 Days to Kill,"Action,Drama,Thriller"
Lucky Number Slevin,"Crime,Drama,Mystery"
Trance,"Crime,Drama,Mystery"
Into the Forest,"Drama,Sci-Fi,Thriller"
The Other Boleyn Girl,"Biography,Drama,History"
I Spit on Your Grave,"Crime,Horror,Thriller"
Custody,Drama
Inland Empire,"Drama,Mystery,Thriller"
The Odyssey,"Adventure,Biography"
The Walk,"Adventure,Biography,Crime"
Wrecker,"Action,Horror,Thriller"
The Lone Ranger,"Action,Adventure,Western"
Texas Chainsaw 3D,"Horror,Thriller"
Disturbia,"Drama,Mystery,Thriller"
Rock of Ages,"Comedy,Drama,Musical"
Scream 4,"Horror,Mystery"
Queen of Katwe,"Biography,Drama,Sport"
My Big Fat Greek Wedding 2,"Comedy,Family,Romance"
Dark Places,"Drama,Mystery,Thriller"
Amateur Night,Comedy
It's Only the End of the World,Drama
The Skin I Live In,"Drama,Thriller"
Miracles from Heaven,"Biography,Drama,Family"
Annie,"Comedy,Drama,Family"
Across the Universe,"Drama,Fantasy,Musical"
Let's Be Cops,Comedy
Max,"Adventure,Family"
Your Highness,"Adventure,Comedy,Fantasy"
Final Destination 5,"Horror,Thriller"
Endless Love,"Drama,Romance"
Martyrs,Horror
Selma,"Biography,Drama,History"
Underworld: Rise of the Lycans,"Action,Adventure,Fantasy"
Taare Zameen Par,"Drama,Family,Music"
Take Me Home Tonight,"Comedy,Drama,Romance"
Resident Evil: Afterlife,"Action,Adventure,Horror"
Project X,Comedy
Secret in Their Eyes,"Crime,Drama,Mystery"
Hostel: Part II,Horror
Step Up 2: The Streets,"Drama,Music,Romance"
Search Party,"Adventure,Comedy"
Nine Lives,"Comedy,Family,Fantasy"
